Cost Center,Item1,Item2,Frequency,Total Revenue
Hospital A,DUNKIN ORIGINAL,FRUIT WHOLE,1,5.070000052452087
Hospital A,BROWNIES,REFILL / KID CUP,1,5.070000052452087
Hospital B,CORN DOG,WATER SMARTWATER 20OZ,1,5.070000052452087
Hospital A,CHOCOLATE PRETZELS,FRUIT WHOLE,1,5.070000052452087
Hospital B,BISCUIT W/GRAVY,HERSHEY ALMOND,1,5.069999933242798
Hospital B,GREEN APPLES 3IB,HOME FRIES,1,5.069999933242798
Hospital B,BISCUIT W/GRAVY,CANDY REESE PEANUT BUTTER CUPS,1,5.069999933242798
Hospital B,IMP -NATURE VALLEY CRUNCHY OATS & HONEY,NUT HARVEST NUT & FRUIT,1,5.069999933242798
Hospital B,BROWNIE,CHIP LAYS SR CRM ONION,2,5.069999933242798
Hospital B,BOTTLE COKE DIET 20OZ,CANDY M & M PEANUT,1,5.069999933242798
Hospital B,BROWNIE,CHIP LAYS BBQ,1,5.069999933242798
Hospital B,BOTTLE COKE DIET 20OZ,SNICKERS BAR,1,5.069999933242798
Hospital B,KIT KAT BAR,THINK! THIN BAR CHNKY PNUT BTR,1,5.069999933242798
Hospital B,BISCUIT W/GRAVY,SNICKERS BAR,1,5.069999933242798
Hospital B,NABISCO OREO,TRAIL MIX PLANTERS SPICY CAJUN 2OZ,1,5.069999933242798
Hospital B,COFFEE 12OZ,KIT KAT BAR,1,5.069999933242798
Hospital B,BROWNIE,FRENCH TOAST,1,5.069999933242798
Hospital B,BOTTLE SPRITE 20OZ,IMP -NATURE VALLEY CRUNCHY OATS & HONEY,1,5.069999933242798
Hospital B,BOTTLE SPRITE 20OZ,IMP-CANDY BAR,1,5.069999933242798
Hospital B,BAR BUTTERFINGER2,BOTTLE DR. PEPPER 20OZ,1,5.069999933242798
Hospital B,BOTTLE DR. PEPPER 20OZ,CANDY REESE PEANUT BUTTER CUPS,1,5.069999933242798
Hospital B,HASH BROWNS,SNACK BOX 3,1,5.069999933242798
Hospital B,SAUSAGE PATTY,SNACK BOX 3,1,5.069999933242798
Hospital B,ADD GRAVY,COFFEE 20OZ,1,5.069999933242798
Hospital B,BISCUIT W/GRAVY,GRILL TOPPINGS,1,5.069999933242798
Hospital A,DOLCETTO CHOCOLATE,WATER VITAMINWATER REVIVE FRUIT PUNCH 20OZ,1,5.069999933242798
Hospital B,NUT HARVEST WHOLE CASHEWS,SAUSAGE PATTY,1,5.069999933242798
Hospital B,CHIP LAYS BBQ,CHORIZO,1,5.069999933242798
Hospital B,IMP-CANDY BAR,THINK THIN DK CHOCO PEPPERMINT,1,5.069999933242798
Hospital A,DOLCETTO CHOCOLATE,WHOLE AVOCADO,1,5.069999933242798
Hospital B,BOTTLE SPRITE 20OZ,NABISCO OREO,1,5.069999933242798
Hospital B,BOTTLE SPRITE 20OZ,COOKIES NUTTER BUTTER 1.9Z S S NAB,1,5.069999933242798
Hospital B,SAUSAGE PATTY,THINK THIN PUMKPIN SPICE,1,5.069999933242798
Hospital A,BEAN & CHEESE TACO,FRUIT WHOLE,2,5.050000071525574
Hospital B,BREAD .59,EGGS,3,5.040000021457672
Hospital A,ADD A COOKIE,GRABEEZ MEXICALI FIRE,1,4.990000009536743
Hospital A,ADD A COOKIE,CHICKBEAN CRISPS - SEA SALT,1,4.990000009536743
Hospital B,BVC -3 FOR $3,LARGE M&M COOKIE,1,4.990000009536743
Hospital B,2 FOR $2,KIND CHOCOLATE SEA SALT,1,4.990000009536743
Hospital A,ADD A COOKIE,CHICKEN SALAD ON WHOLE WHEAT,1,4.990000009536743
Hospital B,SNACK BOX PROTEIN SNACK BOX,WRAP SONOMA CHICKEN SALAD,1,4.989999771118164
Hospital B,BOTTLE GOLD PEAK SWEETENED ICED TEA 18.5OZ,WRAP THE BIG ITALY,1,4.989999771118164
Hospital A,BAR THATS IT APPLE/CHERRY,BARK THINS ALMOND,1,4.989999771118164
Hospital B,QUESADILLA CHEESE,SALAD THE SIDE,1,4.989999771118164
Hospital B,GRILL 4.99,SABOR CAFE,1,4.989999771118164
Hospital B,A LA CARTE TACO,WRAP BUFFALO CHICKEN,1,4.989999771118164
Hospital B,TAILGATE.,WRAP BUFFALO CHICKEN,1,4.989999771118164
Hospital B,CHEESY FRIES,GRL-TURKEY BURG SMASH ALONE,1,4.989999771118164
Hospital B,STIR FRIDAY,WRAP THE BIG ITALY,1,4.989999771118164
Hospital B,HUEVOS RANCHEROS(1),TOASTER SANDWICH,1,4.989999771118164
Hospital A,NESTLE WATER,RX BLUEBERRY,1,4.989999771118164
Hospital B,CUCINA ITALIANO,SALAD LIL CAESAR,1,4.989999771118164
Hospital B,CUCINA ITALIANO,WRAP QUINOA & VEGGIE,1,4.989999771118164
Hospital B,BOTTLE GOLD PEAK LEMON ICED TEA 18.5OZ,WRAP THE CLUB,1,4.989999771118164
Hospital B,BOTTLE DR. PEPPER 20OZ,SANDWICH TURKEY & CHEDDAR BLT,1,4.989999771118164
Hospital B,GRILLSPECIAL7.99,WRAP THE CLUB,1,4.989999771118164
Hospital B,MIX IT UP SALAD,SALAD LIL CAESAR,1,4.989999771118164
Hospital B,POTATO VEG,WRAP BUFFALO CHICKEN,1,4.989999771118164
Hospital B,SALAD LIL CAESAR,SALAD THE DELICIOUS SPINACH,1,4.989999771118164
Hospital B,BISCUIT,TOASTER SANDWICH,1,4.989999771118164
Hospital B,SAUSAGE GRAVY,TOASTER SANDWICH,1,4.989999771118164
Hospital B,SANDWICH BFK SOUTHERN BREAKFAST BISCUIT,WRAP THE CLUB,1,4.989999771118164
Hospital B,EGG SCRAMBLE,SIMPLY TUNA,1,4.989999771118164
Hospital B,KIND CHOCOLATE SEA SALT,SIMPLY TUNA,1,4.989999771118164
Hospital B,GRILL 4.99,OAK FARMS-2%,1,4.989999771118164
Hospital B,BOTTLE COKE DIET 20OZ,SANDWICH PBJ GRANOLA,1,4.989999771118164
Hospital B,COKE ZERO BOTTLE 20 OZ,TOASTER SANDWICH,1,4.989999771118164
Hospital B,GRILL 4.99,QUESADILLA MEAT,1,4.989999771118164
Hospital B,AGUA FRESCA,SANDWICH EGG SALAD,1,4.989999771118164
Hospital B,J&O CHICKEN BLT,WRAP QUINOA & VEGGIE,1,4.989999771118164
Hospital B,SNACK CUP  CHICKEN SALAD,THINK THIN PUMKPIN SPICE,1,4.989999771118164
Hospital B,THINK THIN PUMKPIN SPICE,WRAP QUINOA & VEGGIE,1,4.989999771118164
Hospital B,BOTTLE FANTA STRAWBERRY 20OZ,SANDWICH EGG SALAD,1,4.989999771118164
Hospital B,SABOR CAFE,SANDWICH PBJ GRANOLA,1,4.989999771118164
Hospital B,EGG SCRAMBLE,WRAP THE BIG ITALY,1,4.989999771118164
Hospital B,SANDWICH TURKEY & CHEDDAR BLT,WATER SMARTWATER 20OZ,1,4.989999771118164
Hospital B,2 FOR $2,WRAP ROASTED TURKEY ON TOMATO BASIL,1,4.989999771118164
Hospital A,CHICHARRONES SMOKEHOUSE BBQ,RX PUMPKIN SPICE,1,4.989999771118164
Hospital B,BOTTLE GOLD PEAK LEMON ICED TEA 18.5OZ,WRAP SONOMA CHICKEN SALAD,1,4.989999771118164
Hospital B,AGUA FRESCA,GRL-TURKEY BURG SMASH ALONE,1,4.989999771118164
Hospital A,COOKIES,RIP VAN WAFEL COOKIES & CREAM,1,4.980000138282776
Hospital A,COOKIES,GH-MAGNUM DBL CARAMEL,1,4.980000138282776
Hospital A,BREAKFAST SANDWICH,CRANBERRY COOKIE,1,4.980000138282776
Hospital A,COOKIES,RIP VAN WAFEL CHOC,1,4.980000138282776
Hospital A,DOLCETTO CHOCOLATE,TGF RECHARGE CRANBERRY BLEND,1,4.980000019073486
Hospital B,BAR THINK THIN LEMON DELIGHT,BOTTLEAHA SPARKLING BERRY/POM,1,4.980000019073486
Hospital A,CHOBANI-VANILLA YOGURT,COOKIE,1,4.980000019073486
Hospital A,BROWNIE BRITTLE TOFFEE CRUNCH,DOLCETTO CHOCOLATE ROLLS,1,4.980000019073486
Hospital B,OMELET,WHOLE FRUIT 1 PC,1,4.980000019073486
Hospital B,KIND FRUIT NUT BB VANILLA,MUFFIN REGULAR,1,4.980000019073486
Hospital B,ADD BURGER PATTY,GOURMET CAKE,1,4.980000019073486
Hospital B,BREAD .99,SNACK BOX 2,3,4.980000019073486
Hospital A,GRABEEZ SUNBURST,NATURE VALLEY PEANUT BUTTER,1,4.980000019073486
Hospital B,NUT HARVEST MIXED NUTS,THINK THIN DK CHOCO PEPPERMINT,1,4.980000019073486
Hospital B,BREAD .99,OMELET,1,4.980000019073486
Hospital B,HONEY DEW CUP,SOUP 8 OZ,1,4.980000019073486
Hospital A,CAN RED BULL ENERGY DRINK SF 8.4OZ,PUMPKIN SPICE CUPCAKE,1,4.980000019073486
Hospital A,BAR CLIFF BUILDERS WT CHOCO MACADAMIA NUT,DOLCETTO COOKIES & CREAM,1,4.980000019073486
Hospital B,FOUNTAIN DRINK 24OZ,GOURMET CAKE,1,4.980000019073486
Hospital A,GRIL LVEGGIE QUESADILLA,RICE KRISPIES TREAT ORIGINAL,1,4.980000019073486
Hospital B,BAR KIND CARAMEL ALMOND & SEA SALT,ONION RINGS,1,4.980000019073486
Hospital A,PUMPKIN SPICE CUPCAKE,TGF GUMMY BEARS,1,4.980000019073486
Hospital A,ICE CREAM BAR COOKIE DOUGH,KLONDIKE BAR,1,4.980000019073486
Hospital A,CANDY LINDT LINDOR CARAMEL STICKS 1.3OZ,TATOR TOTS,1,4.980000019073486
Hospital B,GOURMET CAKE,THINK! THIN BAR CHNKY PNUT BTR,1,4.980000019073486
Hospital A,DOLCETTO COOKIES & CREAM,IMP- BROWNIE BRITTLE CHOCOLATE CHIP,1,4.980000019073486
Hospital A,PUMPKIN SPICE CUPCAKE,TURMERIC CAKE,1,4.980000019073486
Hospital B,DESSERT STRAWBERRY SHORTCAKE,YOGURT YOPLAIT STRAWBERRY,1,4.980000019073486
Hospital B,SNACK BOX 3,THINK THIN DK CHOCO PEPPERMINT,1,4.980000019073486
Hospital B,BOTTLEAHA SPARKLING BERRY/POM,KIND FRUIT NUT BB VANILLA,1,4.980000019073486
Hospital A,PUMPKIN SPICE CUPCAKE,SAFFRON ROAD,1,4.980000019073486
Hospital B,AHA-ORANGE& GRPFRUIT,BAR THINK THIN LEMON DELIGHT,1,4.980000019073486
Hospital B,AHA-CITRUS& G. TEA,BAR LUNA CARAMEL NUT BROWNIE 1.69OZ,1,4.980000019073486
Hospital A,DEEP RIVER CHIPS MESQUITE BBQ 2OZ,DEEP RIVER CHIPS SEA SALT VINEGAR,1,4.980000019073486
Hospital B,CORE POWER HP MILK SHAKE CHOC 14 OZ,CUPCAKE,1,4.980000019073486
Hospital B,NUT HARVEST WHOLE CASHEWS,THINK THIN DK CHOCO PEPPERMINT,1,4.980000019073486
Hospital B,BLUEBERRY AND GRANOLA PARFAIT,OAK FARMS-2%,1,4.980000019073486
Hospital B,KIND FRUIT NUT BB VANILLA,SOUP 8 OZ,1,4.980000019073486
Hospital B,DESSERT VANILLA GODDESS,YOGURT YOPLAIT STRAWBERRY,1,4.980000019073486
Hospital B,EGG SCRAMBLE,HERSHEY ALMOND,1,4.980000019073486
Hospital A,2 FOR 2.49,DSMCUT GUEST TRAY,1,4.980000019073486
Hospital B,BAR LUNA CARAMEL NUT BROWNIE 1.69OZ,FSTG MULTIGRAIN,1,4.980000019073486
Hospital B,BAR LUNA CARAMEL NUT BROWNIE 1.69OZ,LARGE M&M COOKIE,1,4.980000019073486
Hospital B,BAR LUNA CARAMEL NUT BROWNIE 1.69OZ,SOUP 8 OZ,1,4.980000019073486
Hospital B,BAR THINK THIN LEMON DELIGHT,LARGE M&M COOKIE,1,4.980000019073486
Hospital B,SCONE LARGE,WATER SMARTWATER ALKALINE 33.8OZ,1,4.980000019073486
Hospital A,DOLCETTO CHOCOLATE ROLLS,KOOL RANCH KALE CHIPS,1,4.980000019073486
Hospital B,BAR LUNA CARAMEL NUT BROWNIE 1.69OZ,SIDE 1.99,1,4.980000019073486
Hospital B,BAR KIND CRANBERRY ALMOND,FRIES,1,4.980000019073486
Hospital A,CHICKBEAN CRISPS - SEA SALT,TATOR TOTS,1,4.980000019073486
Hospital A,2 FOR 2.49,HAM STEAK OR SLICE,1,4.980000019073486
Hospital B,GOURMET CAKE,THINK THIN DK CHOCO PEPPERMINT,1,4.980000019073486
Hospital A,CHOC BAG 2.99,COTTAGE CHEESE CUP,1,4.980000019073486
Hospital A,CAN RED BULL ENERGY DRINK SUGAR FREE 8.4OZ,PUMPKIN SPICE CUPCAKE,1,4.980000019073486
Hospital A,CHOC BAG 2.99,PUMPKIN SPICE CUPCAKE,1,4.980000019073486
Hospital A,GHIRARDELLI DARK CHOCOLATE SEA SALT,GRIL LVEGGIE QUESADILLA,1,4.980000019073486
Hospital A,CAN RED BULL ENERGY DRINK SF 8.4OZ,TATOR TOTS,1,4.980000019073486
Hospital B,BREAKFAST SPECIAL 2,TRUMOO CHOCOLATE MILK,1,4.980000019073486
Hospital A,BAR LARABAR APPLE PIE 1.6OZ,HOME FREE LEMON BURST,1,4.980000019073486
Hospital A,BEANFIELDS BLACK BEAN,HOME FREE LEMON BURST,1,4.980000019073486
Hospital B,COOKIE NABISCO FIG NEWTON 2 CNT,THINK THIN PUMKPIN SPICE,1,4.980000019073486
Hospital B,BAR KIND CARAMEL ALMOND & SEA SALT,BOTTLEAHA SPARKLING BERRY/POM,1,4.980000019073486
Hospital B,BAR KIND CARAMEL ALMOND & SEA SALT,FSTG TORTILLA CHIPS JALAPENO,1,4.980000019073486
Hospital B,BOTTLEAHA SPARKLING LM/WATERMELOM,KIND CHOCOLATE SEA SALT,1,4.980000019073486
Hospital B,ADD BURGER PATTY,BISCUIT W/GRAVY,1,4.980000019073486
Hospital A,ADD A COOKIE,PUMPKIN MUFFIN,1,4.980000019073486
Hospital B,BAR KIND CARAMEL ALMOND & SEA SALT,MILK SILK SOYMILK CHOCOLATE 8.25OZ,1,4.980000019073486
Hospital B,CHICKEN BREAST GRILLED,ROLD GOLD PRETZELS TINY TWISTS,1,4.979999899864197
Hospital B,CHICKEN TENDERS 3,CHIPS LAYS BBQ,1,4.979999899864197
Hospital B,CHIPS SUN HRVST CHEDDAR,PIZZA 1 SLICE MEAT,1,4.979999899864197
Hospital B,CHEETOS FLAMIN HOT,PIZZA 1 SLICE MEAT,1,4.979999899864197
Hospital B,CHICKEN TENDERS 3,IMP-BABY RUTH,1,4.979999899864197
Hospital B,CHICKEN BREAST GRILLED,CHIP LAYS SR CRM ONION,1,4.979999899864197
Hospital B,CHICKEN TENDERS 3,ROLD GOLD PRETZELS TINY TWISTS,1,4.979999899864197
Hospital B,CHIP DORITOS NACHO CHEESE,PIZZA 1 SLICE MEAT,1,4.979999899864197
Hospital B,ADD CHEESE,PARFAIT YOGURT STRAWBERRY & VANILLA,1,4.979999780654907
Hospital B,HOME FRIES,RED APPLES3IB,1,4.9700000286102295
Hospital B,RICE KRISPIE BITES,WATER SMARTWATER 20OZ,1,4.9700000286102295
Hospital B,A1 STEAK SAUCE,HOME FRIES,1,4.9700000286102295
Hospital B,BAR NUTRI GRAIN STRAWBERRY,COFFEE 16OZ,1,4.9700000286102295
Hospital B,LARGE M&M COOKIE,PANCAKE 1,1,4.9700000286102295
Hospital B,MILK SILK SOYMILK CHOCOLATE 8.25OZ,PANCAKE 1,1,4.9700000286102295
Hospital B,MUFFIN REGULAR,PANCAKE 1,1,4.9700000286102295
Hospital A,KETTLE CHIPS,PUMPKIN SPICE COOKIES,1,4.9700000286102295
Hospital B,BOTTLE SPRITE 20OZ,ROLD GOLD PRETZELS TINY TWISTS,1,4.9700000286102295
Hospital B,MILK SILK SOYMILK VANILLA 8.25OZ,OAK FARMS-2%,1,4.9700000286102295
Hospital A,BROWNIES,RICE KRISPIES TREAT ORIGINAL,1,4.9700000286102295
Hospital A,BOILED EGG CUP,GHIRARDELLI DARK CHOCOLATE SEA SALT,1,4.9700000286102295
Hospital B,COFFEE 12OZ,FRITO CORN CHIPS,1,4.9700000286102295
Hospital A,CAN RED BULL ENERGY DRINK SUGAR FREE 8.4OZ,GHIRARDELLI DARK CHOCOLATE SEA SALT,1,4.9700000286102295
Hospital B,MILK TRUMOO CHOCOLATE 8OZ,SIDE 1.99,1,4.9700000286102295
Hospital A,GHIRARDELLI DARK CHOCOLATE SEA SALT,PUMPKIN MUFFIN,1,4.9700000286102295
Hospital A,GHIRARDELLI DARK CHOCOLATE SEA SALT,TGF GUMMY BEARS,1,4.9700000286102295
Hospital A,BOOM CHICKA POP REAL BUTTER,WHOLE AVOCADO,1,4.96999990940094
Hospital A, HOME FREE GF COOKIE CHOC CHIP,FRUIT WHOLE,2,4.960000157356262
Hospital B,CHIPS MISS VICKIES JAL 1 3/8OZ,EGGS,2,4.960000038146973
Hospital B,BOTTLE COKE,OAK FARMS WHOLE 8OZ,2,4.960000038146973
Hospital B,ADD CHEESE,LARGE M&M COOKIE,2,4.960000038146973
Hospital B,CHEETOS CRUNCHY,HOME FRIES,1,4.960000038146973
Hospital B,BAR QUAKER CHEWY GRANOLA CHOC CHIP 0.84 OZ,DASANI WATER 20OZ,2,4.960000038146973
Hospital B,DASANI WATER 20OZ,OAK FARMS-2%,2,4.960000038146973
Hospital B,BISCUIT,YOGURT YOPLAIT LIGHT STRAWBERRY,1,4.960000038146973
Hospital B,CEREAL HOT 8OZ,YOPLAIT YOGURT LITE,2,4.960000038146973
Hospital B,EGGS,ROLD GOLD PRETZELS TINY TWISTS,2,4.960000038146973
Hospital B,BOTTLE COKE,BREAD .59,2,4.959999918937683
Hospital B,BOTTLE DR. PEPPER 20OZ,BREAD .59,2,4.959999918937683
Hospital B,BOTTLE SPRITE 20OZ,TORTILLA,1,4.959999918937683
Hospital B,BOTTLE DR. PEPPER 20OZ,TORTILLA,1,4.959999918937683
Hospital B,TOAST 1 SLICE,WATER VITAMINWATER XXX 20OZ,1,4.9599997997283936
Hospital B,OAK FARMS WHOLE 8OZ,TRUMOO CHOCOLATE MILK,2,4.950000047683716
Hospital B,CHIPS MISS VICKIES JAL 1 3/8OZ,SOUP INDIVIDUAL,1,4.949999928474426
Hospital B,CHIPS MISS VICKIES SEA SALT VIN 1 3/8OZ,SOUP INDIVIDUAL,1,4.949999928474426
Hospital B,MISS VICKIES ORIG,SOUP INDIVIDUAL,1,4.949999928474426
Hospital B,2 FOR $2,WATER SMARTWATER ANTI OX 33.8OZ,1,4.890000104904175
Hospital B,BOTTLE COKE,BVC -3 FOR $3,1,4.889999985694885
Hospital B,GREEN APPLES 3IB,RED APPLES3IB,1,4.880000114440918
Hospital A,HOME FREE LEMON BURST,SPECIALITY EGGS,1,4.880000114440918
Hospital A,DOLCETTO COOKIES & CREAM,RIP VAN WAFEL CHOC,1,4.880000114440918
Hospital B,BREAD .99,SANDWICH CHICKEN BREAST,1,4.880000114440918
Hospital B,LARGE M&M COOKIE,WATER SMARTWATER ALKALINE 33.8OZ,1,4.880000114440918
Hospital B,SNACK BOX 4,WATER SMARTWATER ALKALINE 33.8OZ,1,4.880000114440918
Hospital B,BEANFEILDS JALAPENO,WATER SMARTWATER ANTI OX 33.8OZ,1,4.880000114440918
Hospital B,MUFFIN REGULAR,WATER SMARTWATER ANTI OX 33.8OZ,1,4.880000114440918
Hospital A,GOOD HUMOR OREO CONE,TATOR TOTS,1,4.880000114440918
Hospital B,RECHARGEDRINK,WATER SMARTWATER ALKALINE 33.8OZ,1,4.880000114440918
Hospital B,LARGE M&M COOKIE,YEAST INSTANT,1,4.880000114440918
Hospital B,TWIZZLERS TWISTS,WATER SMARTWATER ANTI OX 33.8OZ,1,4.880000114440918
Hospital B,FRIES,YEAST INSTANT,1,4.880000114440918
Hospital B,BAR KIND CRANBERRY ALMOND,COKE ZERO BOTTLE 20 OZ,1,4.879999995231628
Hospital B,BURGER VEGGIES,CHIPS LAYS BBQ,1,4.879999995231628
Hospital B,BURGER VEGGIES,CHIPS MISS VICKIES BBQ 1 3/8OZ,1,4.879999995231628
Hospital B,COKE ZERO BOTTLE 20 OZ,HONEY DEW CUP,1,4.879999995231628
Hospital B,BREAKFAST SPECIAL 2,VALENTINA HOT SAUCE,1,4.879999995231628
Hospital A,COOKIES,ICE CREAM BAR COOKIE DOUGH,1,4.879999995231628
Hospital B,BURGER VEGGIES,CHIPS STACEYS PITA PARM GARLIC HERB,1,4.879999995231628
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,KIND CHOCOLATE SEA SALT,1,4.879999995231628
Hospital B,BAR KIND CARAMEL ALMOND & SEA SALT,BOTTLE DR. PEPPER DIET 20OZ,1,4.879999995231628
Hospital A,BAR THATS IT APPLE/STRAWBERRY,COOKIES,1,4.879999995231628
Hospital B,BURGER VEGGIES,CHIPS SUN HRVST CHEDDAR,1,4.879999995231628
Hospital B,BAR KIND CARAMEL ALMOND & SEA SALT,COKE ZERO BOTTLE 20 OZ,1,4.879999995231628
Hospital A,BOILED EGG CUP,BOTTLE BARQS ROOT BEER,1,4.879999995231628
Hospital B,CHIP LAYS SR CRM ONION,DUNKIN FRENCH VANILLA,1,4.879999995231628
Hospital B,CHIP DORITO COOL RANCH 1.74OZ,DUNKIN FRENCH VANILLA,1,4.879999995231628
Hospital B,DUNKIN FRENCH VANILLA,ENT -PREMIUM SIDE 1.39,1,4.879999995231628
Hospital A,BOOM CHICKA POP,YOGURT PRETZELS,1,4.879999995231628
Hospital B,BEANFIELDS SPICY QUESO,DESSERT OREO DELIGHT,1,4.879999995231628
Hospital B,FRESH FRUIT,TOAST 1 SLICE,1,4.879999995231628
Hospital B,DUNKIN DONUTS MOCHA,ENT -PREMIUM SIDE 1.39,1,4.879999995231628
Hospital A,OATMEAL MEDIUM,VEGGIE BKFST SANDWHICH,1,4.879999995231628
Hospital A,BOTTLE BARQS ROOT BEER,CHOC BAG 2.99,1,4.879999995231628
Hospital A,BEANFIELDS WHITE BEAN SEA SALT,CLIF BAR CHOCOLATE BROWNIE,1,4.879999876022339
Hospital B,MUFFIN SANDWICH,POPCORN SMARTFOOD WHITE CHEDDAR,1,4.879999876022339
Hospital B,BOTTLE GOLD PEAK LEMON ICED TEA 18.5OZ,CHORIZO,1,4.879999876022339
Hospital B,PIZZA 1 SLICE MEAT,SNICKERS BAR,1,4.879999876022339
Hospital B,GRILL TOPPINGS,PIZZA 1 SLICE MULTIPLE TOPPINGS,1,4.879999876022339
Hospital B,CANDY M & M PEANUT,CHICKEN BREAST GRILLED,1,4.879999876022339
Hospital B,BREAKFAST TACO,WATER VITAMINWATER ZERO XXX 20OZ,1,4.879999876022339
Hospital A,BAR LARABAR APPLE PIE 1.6OZ,CLIF BAR CHOCOLATE BROWNIE,1,4.879999876022339
Hospital B,BOTTLE GOLD PEAK GREEN ICED TEA 18.5OZ,BVC -TOPOCHICO MINERAL WATER-20OZ,1,4.879999876022339
Hospital B,BOTTLE GOLD PEAK GREEN ICED TEA 18.5OZ,BROWNIE,1,4.879999876022339
Hospital B,GRILL TOPPINGS,PIZZA 1 SLICE MEAT,1,4.879999876022339
Hospital B,CHICKEN BREAST GRILLED,NABISCO OREO,1,4.879999876022339
Hospital B,CANDY REESE PEANUT BUTTER CUPS,CHICKEN BREAST GRILLED,1,4.879999876022339
Hospital B,BOTTLE GOLD PEAK LEMON ICED TEA 18.5OZ,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,1,4.879999876022339
Hospital B,BOTTLE FANTA PINEAPPLE 20OZ,MUFFIN SANDWICH,1,4.879999876022339
Hospital B,BOTTLE GOLD PEAK SWEETENED ICED TEA 18.5OZ,CHORIZO,1,4.879999876022339
Hospital A,CLIF BAR PUMPKIN PIE,LEMON WAFER BITES,1,4.879999876022339
Hospital B,BOTTLE GOLD PEAK GREEN ICED TEA 18.5OZ,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,1,4.879999876022339
Hospital B,PATTY MELT,SIDE 1.29,1,4.879999876022339
Hospital B,GOLD PEAK-EXTRA SWEET,TOPO CHICO TWIST OF LIME 20OZ,1,4.879999876022339
Hospital B,HERSHEY ALMOND,PIZZA 1 SLICE MEAT,1,4.879999876022339
Hospital B,BACON 3 SLICES,DUNKIN MOCHA,1,4.879999876022339
Hospital B,ADD BURGER PATTY,CHEETOS CRUNCHY,1,4.870000123977661
Hospital B,BISCUIT,WATER SMARTWATER ALKALINE 33.8OZ,1,4.870000123977661
Hospital B,YOGURT YOPLAIT LT PEACH,YOPLAIT YOGURT LITE,1,4.870000123977661
Hospital B,BELVITA GOLDEN OAT,DASANI WATER 20OZ,1,4.870000123977661
Hospital A,CANDY LINDT LINDOR BALLS,MICHEL ET AUGUSTINCARAMEL,1,4.870000004768372
Hospital B,BOTTLE DR. PEPPER 20OZ,BREAD 1.09,1,4.870000004768372
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,PANCAKE 1,1,4.870000004768372
Hospital B,BAR LUNA CHOCOLATE PEPPERMINT,HASH BROWNS,1,4.869999885559082
Hospital B,BACON 3 SLICES,IMP-CANDY BAR,1,4.869999885559082
Hospital B,BACON 3 SLICES,BAR QUAKER CHEWY GRANOLA CHOC CHIP 0.84 OZ,1,4.869999885559082
Hospital A,AWAKE BAR CARAMEL,GARLIC KNOTS,1,4.869999885559082
Hospital B,BAR LUNA CHOCOLATE PEPPERMINT,IMP-CANDY BAR,1,4.869999885559082
Hospital B,32 OZ,SIDE 1.29,1,4.869999885559082
Hospital B,BROWNIE,IMP-CANDY BAR,1,4.869999885559082
Hospital B,CHIP LAYS BBQ,SCONE LARGE,1,4.869999885559082
Hospital B,BACON 1 SLICE,WATER VITAMINWATER FOCUS KIWI STRAW 20OZ,1,4.869999825954437
Hospital B,COOKIE NABISCO FIG NEWTON 2 CNT,IMP-CANDY BAR,2,4.859999895095825
Hospital B,ENTREE 4.79,SWORDFISH,1,4.789999961853027
Hospital B,HARD BOILED EGG,PIZZA PERSONAL MEAT,1,4.789999961853027
Hospital B,PIZZA 1 SLICE MULTIPLE TOPPINGS,PIZZA PERSONAL MEAT,1,4.789999961853027
Hospital B,ENTREE 4.79,FOUNTAIN DRINK 24OZ,1,4.789999961853027
Hospital B,ENTREE 4.79,PIZZA 1 SLICE MULTIPLE TOPPINGS,1,4.789999961853027
Hospital B,ENTREE 4.79,PANCAKE SPECIAL,1,4.789999961853027
Hospital B,ENTREE 4.79,MIGAS,1,4.789999961853027
Hospital A,BROOKSIDE ACAI & BLUEBERRY,BROOKSIDE DARK CHOCOLATE,1,4.789999961853027
Hospital A,ADD A COOKIE,BROOKSIDE POMEGRANATE,1,4.789999961853027
Hospital A,ADD A COOKIE,CHICHARRONES SMOKEHOUSE BBQ,1,4.789999961853027
Hospital B,DUNKIN FRENCH VANILLA,ENTREE 4.79,1,4.789999961853027
Hospital B,BLT,GRL -MONTE CARLO SANDWICH,1,4.789999961853027
Hospital A,BROOKSIDE ACAI & BLUEBERRY,BROOKSIDE DC POMEGRANATE,1,4.789999961853027
Hospital B,COKE ZERO BOTTLE 20 OZ,WATER SMARTWATER ANTI OX 33.8OZ,1,4.78000009059906
Hospital A,BOTTLE BARQS ROOT BEER,KING CONE CHOCO VANILLA,1,4.78000009059906
Hospital A,BOOM CHICKA POP,RIP VAN WAFEL COOKIES & CREAM,1,4.78000009059906
Hospital B,SANDWICH CHICKEN BREAST,VALENTINA HOT SAUCE,1,4.78000009059906
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,WATER SMARTWATER ALKALINE 33.8OZ,1,4.78000009059906
Hospital B,REFRIED BEANS,STRAWBERRY ALMOND YOGURT PARFAIT,1,4.78000009059906
